Sex,Age,Height,Weight,BMI
Male,31,176.3891062,57.08859138,18.34874328
Female,35,166.270686,48.64737345,17.59659086
Female,34,174.4270578,56.82464598,18.67710433
Male,18,177.4343416,58.64296171,18.62692019
Male,30,175.5702356,55.46309776,17.99296997
Male,34,175.8028488,59.14458951,19.13655341
Male,32,170.246675,60.26668632,20.79316272
Female,18,171.9490592,59.15334385,20.00691874
Male,23,177.9667256,70.02363963,22.10892248
Female,30,176.1788958,62.46620108,20.12509059
Female,31,175.47717,56.21279523,18.25553036
Female,25,173.2755996,57.67975831,19.21096265
Male,28,174.2693238,57.30490958,18.86906828
Female,23,169.0402258,52.13504518,18.24526361
Female,18,174.5477586,53.64845612,17.60877695
Male,20,174.2077034,55.56701577,18.30976959
Male,18,175.484155,54.60866581,17.73316541
Female,29,169.808525,44.66935929,15.49142114
Female,20,174.1504518,59.55445558,19.63656703
Male,25,169.4886882,52.98008777,18.44300794
Male,35,169.5070016,59.83745186,20.82563843
Male,25,174.3803726,53.70256969,17.66039371
Male,27,167.9274772,54.44237885,19.30607917
Female,27,169.442892,57.48788874,20.02304693
Male,33,171.299251,69.17324466,23.5736991
Female,35,175.9135674,54.73027393,17.68599372
Male,31,174.636811,59.05772657,19.36447187
Male,26,180.200427,62.96864535,19.39158175
Female,20,172.1531736,61.97037926,20.9100275
Male,27,168.268523,47.8332205,16.89368426
Female,23,159.1298824,59.11252053,23.34406645
Female,28,171.2479176,58.74098302,20.03046947
Male,29,163.6965992,50.85781979,18.97924539
Male,20,172.4367392,48.88523729,16.44063701
Male,29,179.172362,64.51734578,20.097173
Male,34,178.6019542,59.04575174,18.51044074
Female,26,172.24883,60.62171307,20.4322484
Female,19,164.1110256,48.52281698,18.01652394
Female,34,174.6460312,57.66832779,18.90690461
Female,22,179.5147032,64.23571027,19.93319872
Male,27,164.5717054,56.19469689,20.74844292
Female,33,170.7448452,56.57539697,19.40586135
Male,35,169.548556,60.55095266,21.0636343
Male,27,177.5596144,63.55972156,20.16016657
Male,23,182.785131,61.34587328,18.36133021
Male,29,166.1914888,58.77790544,21.28124667
Female,24,169.167429,54.76320473,19.13620759
Female,19,168.736772,60.66494042,21.30682891
Male,31,168.5058606,47.33363387,16.67018208
Female,25,177.7232666,63.50742236,20.10649769
Female,34,181.9690036,54.80593313,16.55134377
Male,25,168.254553,52.60546583,18.58222596
Male,26,174.4916246,53.09561774,17.438536
Female,33,170.5627018,58.73445129,20.18948768
Male,28,182.796942,60.60062102,18.13592616
Male,28,174.127668,57.45173743,18.9482068
Female,30,170.3113434,55.61849851,19.1748788
Female,18,171.4619126,60.28564648,20.50591304
Male,18,174.7122744,56.83349103,18.61907131
Female,25,170.3792884,52.03330441,17.92455256
Male,32,166.2788394,59.6402299,21.57078034
Female,21,176.5245898,56.00754468,17.97366441
Male,21,164.2700042,54.50737864,20.19943754
Male,18,176.0850682,60.82129371,19.6160297
Female,24,163.5721138,55.32252948,20.67683268
Female,28,172.642276,46.88085796,15.72902352
Male,32,173.1519016,51.02133984,17.01758172
Male,23,169.8561246,47.80686679,16.57022386
Male,22,170.9641996,61.26309268,20.95989384
Female,19,173.3867754,59.93297841,19.93583533
Female,33,166.0335516,57.71563747,20.936414
Male,20,175.1285042,56.70571406,18.48901026
Male,23,171.4656718,51.52128935,17.52398484
Female,23,163.3028738,54.4774869,20.42819178
Female,19,166.531036,58.85097917,21.22090211
Female,22,174.3787724,58.40614113,19.20754229
Male,34,171.8725798,47.28010997,16.00537312
Female,23,168.8152834,57.13540211,20.04851826
Male,26,176.8335046,62.74874377,20.06672245
Male,28,178.18354,65.33390276,20.57803742
Male,24,172.7389738,62.19014476,20.84209705
Female,25,174.884969,59.25671755,19.37461755
Female,19,178.6840216,56.59993632,17.7273991
Female,26,165.149784,60.98558486,22.35999436
Female,31,171.6730628,60.2580227,20.44612833
Female,19,172.6270614,61.42774671,20.61329155
Female,28,163.1532424,56.3059631,21.15258699
Female,27,182.4399958,65.28427976,19.61412896
Male,18,173.7557104,56.69695973,18.7794174
Female,33,185.234707,70.5118411,20.55028482
Female,24,173.389036,56.61436055,18.83145422
Male,35,181.1536128,58.20547187,17.73659835
Female,27,175.3759764,64.82070835,21.07531552
Female,20,165.5793234,52.57135568,19.1750933
Male,34,170.0422304,55.33654549,19.13810683
Female,33,175.809529,61.79288857,19.99190562
Male,28,166.4572236,54.82013058,19.78496512
Female,23,164.8819664,48.84464077,17.96681599
Female,21,168.6793934,47.33735333,16.6372073
Male,20,168.9359334,58.97199762,20.66342386
Male,26,175.2326696,57.88918191,18.85244897
Female,24,178.7906508,64.41846264,20.1521442
Female,18,170.8734708,61.02423093,20.90034954
Female,29,173.4157568,56.31136085,18.7248966
Male,24,167.987091,56.72898335,20.10266789
Female,27,177.39741,62.71939634,19.93002468
Male,28,175.8771692,56.88161718,18.38880544
Male,19,176.5111786,48.91934743,15.70134086
Male,28,172.7621386,62.92451081,21.082554
Female,34,170.5374034,57.37784723,19.72901823
Female,20,171.0130946,55.61015241,19.01497987
Female,29,170.7405018,53.14501395,18.23013711
Female,32,170.70705,55.76124403,19.13507003
Female,34,180.9006288,60.48132623,18.48168949
Male,28,159.0392552,57.92583217,22.90151071
Female,24,167.7833068,51.01703071,18.12250364
Male,21,174.309786,50.39343192,16.58558953
Male,19,168.709975,58.29197193,20.47989574
Male,23,171.8621404,55.77721048,18.88412535
Female,27,172.3963278,57.04509187,19.19388016
Male,21,176.3601756,64.84397764,20.8482266
Female,26,169.9735742,49.04417605,16.97560048
Female,28,170.376342,59.59682111,20.53076029
Male,29,168.6211258,55.95819383,19.68068615
Female,21,169.8791116,53.75718222,18.6276063
Male,19,178.1555746,61.3285007,19.32253184
Male,32,165.218618,58.66228475,21.49025258
Male,20,172.574077,66.70688151,22.39855678
Female,35,166.8658334,57.51106731,20.65461481
Female,19,166.8686274,56.1728791,20.17334023
Female,23,172.885227,53.8211841,18.00686032
Male,23,166.5653006,57.64269982,20.77666151
Male,35,176.5647218,62.33742621,19.99592571
Female,25,172.7463144,60.08039593,20.13333509
Female,35,167.568499,51.38190041,18.29893947
Female,30,174.0003632,53.35933635,17.62424926
Female,18,174.390812,57.09158509,18.77264285
Male,22,164.8620274,58.44855202,21.5046808
Male,23,169.8467012,55.1350144,19.11233619
Female,25,171.3382654,46.17493216,15.72888912
Male,34,179.2606778,61.91349878,19.26707532
Female,24,166.3825222,51.37155851,18.55700356
Female,31,172.8167486,63.33659948,21.20721303
Male,25,178.9338052,60.21035015,18.80558612
Male,31,169.7718474,50.52778598,17.5307072
Female,30,168.6142424,46.26900722,16.27429509
Male,34,173.5759292,56.27466523,18.67817495
Female,31,176.3104424,62.53609966,20.11755685
Female,33,172.2812912,61.1080548,20.58840676
Male,31,175.759364,63.06421726,20.41486825
Male,31,169.1164004,53.57506488,18.73232869
Female,27,167.3048216,60.00655109,21.43790136
Female,18,172.5266298,58.00666233,19.48794818
Male,18,171.8556126,51.8893342,17.56916713
Male,32,175.2815646,61.6278263,20.05879703
Female,21,172.793787,50.34757373,16.86253318
Male,32,172.4857104,51.2936767,17.24082736
Male,35,172.4612502,46.5780397,15.660249
Female,29,179.7993356,72.30112692,22.36502654
Male,23,168.4773872,58.83691781,20.72846741
Female,35,180.8583124,64.14349494,19.60993651
Male,23,172.407707,58.92223853,19.82286406
Female,29,167.5014684,52.71178788,18.78758793
Female,31,177.4870466,57.43028251,18.23090146
Male,19,167.108251,52.09013954,18.65349649
Male,31,178.3679948,59.39683223,18.66938192
Male,21,174.9026474,53.17191198,17.38161104
Female,25,172.7064364,58.07651556,19.47081015
Female,27,170.4024278,58.61316069,20.18571334
Male,30,174.9015806,56.66062698,18.52227909
Male,26,167.8149298,54.32589633,19.29062177
Female,23,178.8498074,62.48597771,19.5346724
Male,33,173.3913474,56.25502468,18.7114306
Female,20,177.8244602,57.14306782,18.07095361
Male,31,166.8535652,56.92901758,20.44858327
Female,35,180.2079962,53.62124058,16.51160379
Male,28,178.8275316,69.23379924,21.64960201
Female,19,172.5456798,56.24617963,18.89232318
Male,35,170.7933592,59.35287913,20.34699819
Male,31,171.2967618,60.13677746,20.49473759
Female,29,172.6633326,62.39643857,20.92955914
Male,31,177.0209566,61.02268872,19.47343158
Male,30,174.9552,54.84031544,17.91623501
Female,19,168.2205678,53.4168065,18.87644677
Male,18,164.4513602,51.38144682,18.99905088
Female,21,180.7033216,66.73954016,20.43861464
Female,22,167.5759666,51.4896286,18.33567107
Female,20,176.3597692,72.47698469,23.30245026
Female,31,166.1023856,56.78581847,20.58205178
Male,31,173.9301068,57.86305499,19.12724182
Female,27,171.9298822,56.99410809,19.28091975
Male,25,177.2368058,53.82549323,17.13486573
Female,27,187.5922334,61.71881693,17.53833661
Female,21,174.3881958,55.71538584,18.32067581
Male,29,174.9653854,60.34352487,19.71182869
Female,21,169.5199556,61.89313248,21.53779902
Female,18,172.8338428,57.32550267,19.19069997
Male,33,164.7304046,51.80215374,19.0897747
Male,25,170.2813714,54.58435326,18.82497495
Male,18,166.5347444,54.37642652,19.60656305
Female,21,173.0583788,60.87032704,20.3245477
Male,27,166.756842,56.98054567,20.49084162
Male,29,183.4477662,62.96610523,18.71037499
Female,30,172.543343,57.31125987,19.2505905
Male,19,178.8951464,61.57253339,19.23935125
Male,28,172.9352396,62.6192885,20.93831096
Female,26,177.461418,57.21890847,18.16904876
Male,25,174.5201488,54.86725882,18.01451734
Male,20,174.2015566,63.42749939,20.90133584
Female,28,169.3589704,55.44763026,19.33156868
Female,33,177.7044706,58.83768892,18.6319974
Male,32,168.4017714,62.21613561,21.93866709
Female,18,167.0426428,47.40430356,16.98883437
Female,27,175.5442514,61.56958504,19.9799096
Male,27,169.8718726,50.59791136,17.53436965
Male,18,171.1180728,66.99863212,22.8809837
Male,30,177.6406912,68.25594481,21.62997863
Male,19,177.3250454,60.36733846,19.19828284
Male,31,169.0645844,63.83781905,22.33434783
Male,27,180.2364442,59.16704234,18.21357318
Male,28,175.7666284,57.86051487,18.72880062
Female,33,178.5286498,60.74604273,19.05911221
Male,27,177.7267972,65.98045332,20.88863121
Male,26,177.623724,60.7026793,19.24006056
Female,28,170.788203,57.28350002,19.63877181
Female,30,170.87469,53.11915919,18.19266109
Female,28,168.863391,58.29854902,20.44500636
Male,27,173.8521288,54.54135271,18.04539511
Male,27,169.9187864,52.05670978,18.02994644
Female,28,165.853999,60.066516,21.83640115
Male,24,175.4257096,59.96364126,19.48507267
Female,29,172.7786994,61.350636,20.5512946
Female,30,177.8677418,51.66621211,16.33099916
Male,22,167.2068792,53.20502422,19.03026691
Male,29,178.3343906,68.31917558,21.48191181
Female,31,174.1190574,64.96254669,21.42747236
Male,33,168.0873448,59.95688273,21.22117993
Male,30,171.0979052,61.19850112,20.90508401
Female,35,177.7506732,55.41352011,17.53855251
Female,31,166.3661138,55.74831664,20.14199718
Female,19,170.7556656,49.3088472,16.91122708
Male,30,170.8940956,60.16671456,20.60168287
Female,30,168.3365696,54.9044534,19.37542079
Male,30,170.6967884,53.39462583,18.32514264
Female,28,177.7220982,60.48246021,19.14904418
Male,27,178.6425942,62.72824139,19.65592991
Male,18,171.7082672,59.17470805,20.07031688
Male,19,178.1198368,53.27056832,16.7904861
Female,19,167.1180046,48.61852497,17.40827795
Female,31,172.494702,58.19694433,19.55911398
Male,22,169.1811958,51.81703157,18.10376343
Female,19,168.5561526,52.78345548,18.57843448
Female,32,176.2052864,56.51039718,18.20082227
Female,21,175.4881682,59.66100443,19.37293386
Female,19,172.8171804,62.43916697,20.90661812
Male,28,169.4775884,57.67948616,20.08155542
Male,35,166.619428,50.10980061,18.04977999
Female,30,169.077513,56.92049005,19.91120046
Male,30,174.0939114,56.63023629,18.6845105
Male,27,182.3846238,61.89304176,18.60655195
Female,33,176.3162336,56.06551379,18.03481629
Female,19,172.5030078,57.5083004,19.32580999
Female,33,169.2416478,64.01853025,22.35073068
Female,33,177.8214376,57.7697964,18.26977166
Female,25,170.722163,61.2224508,21.00542236
Female,27,177.793396,61.61585146,19.49223865
Female,31,178.9257534,64.75852084,20.22794331
Female,28,177.7801626,57.38592118,18.15679858
Female,22,180.6264358,59.74278713,18.31147681
Female,20,173.8110316,57.46158038,19.02056478
Male,26,182.2044108,55.65265401,16.76365153
Male,24,173.3572606,60.88638421,20.25986882
Male,34,183.2193694,54.85319746,16.34028762
Female,35,175.491394,60.00614286,19.48428981
Female,19,167.7035254,60.00437385,21.33531406
Female,26,166.068502,57.23360486,20.75281817
Female,26,170.8879488,53.61561604,18.35984215
Male,21,175.2313996,57.34899876,18.67680124
Male,21,175.250602,54.60304127,17.77863084
Female,32,169.5580048,47.00818134,16.35073842
Female,21,167.8704288,50.96976638,18.08692593
Male,26,174.508033,54.2810814,17.82453303
Male,34,164.3993918,48.25746545,17.85519559
Male,27,176.6089432,54.52484194,17.48113184
Male,24,181.1535366,71.03124972,21.6449376
Female,32,175.9048552,60.09228005,19.42064035
Female,18,177.8348742,59.89709925,18.93967154
Female,27,183.030876,67.57265326,20.17078368
Male,29,173.9885522,58.47454286,19.31639169
Male,23,170.7060594,49.87220893,17.11438299
Male,35,171.266358,55.26202026,18.84009764
Female,35,171.168187,61.87662172,21.11937247
Male,23,174.7889824,70.07761713,22.93779856
Male,29,166.5301724,52.98816171,19.10704411
Male,34,174.9187256,55.99026281,18.29955013
Female,26,171.7854832,58.29805007,19.75520878
Female,25,161.6589858,51.96109251,19.88287081
Female,31,175.5673908,64.78791362,21.01874596
Male,21,178.2878832,56.48513209,17.77014648
Male,30,174.313215,49.69167916,16.35398379
Male,33,174.1976704,62.32513385,20.53898846
Male,32,169.6297852,54.18646203,18.83159424
Male,28,171.9177918,55.67605938,18.83767749
Female,18,174.7505522,65.08306618,21.31235336
Female,30,169.4834812,52.74680521,18.36292773
Male,21,171.9321682,54.60852974,18.47339516
Female,25,170.8066942,53.44216231,18.31786118
Female,25,179.8355306,59.85314615,18.5070202
Female,18,177.3281188,58.45100142,18.58819668
Male,27,171.2449204,53.66678126,18.30082504
Male,27,172.9951328,63.82643388,21.32717476
Male,19,176.5852704,62.93204044,20.18196181
Male,35,168.7746942,56.09545088,19.69307342
Female,18,168.9338252,47.19156874,16.53604703
Female,26,173.4216496,55.78750702,18.5494418
Female,28,171.4767716,59.70940273,20.30638643
Male,34,173.312074,55.41742101,18.44969489
Male,28,175.7681016,58.16614541,18.82741419
Female,27,173.2932526,61.57833937,20.5052554
Female,18,176.9774972,52.74998036,16.84173078
Female,31,175.6504488,60.78482488,19.70140318
Female,29,171.3148974,57.83720022,19.70686389
Female,29,181.404768,66.13068312,20.09583841
Male,32,167.6903936,64.40902792,22.90503148
Female,22,171.646342,58.0337418,19.69753971
Female,33,163.8272822,63.59383171,23.69425491
Female,21,178.2997196,57.56722205,18.10816607
Female,29,171.4791846,56.12588693,19.08714242
Female,29,169.5662344,54.02094618,18.78814709
Male,34,168.570783,60.06569954,21.13792962
Female,23,167.5624538,57.50367376,20.48060043
Male,25,171.3887352,62.83878185,21.39260766
Male,21,167.264334,52.20108823,18.6583563
Male,27,170.494452,55.69515562,19.16008518
Female,25,175.540162,62.89756742,20.41180338
Female,21,164.5294144,51.50795373,19.02776195
Female,31,174.6900748,57.19164756,18.74116838
Male,22,176.694465,58.4916433,18.73477358
Male,24,169.8415704,62.1677373,21.55150402
Female,19,171.3276482,64.70558661,22.04384702
Male,24,169.432224,57.62373966,20.07289131
Male,29,176.4275618,59.34562165,19.06585718
Male,29,172.3097392,54.47494678,18.34753314
Male,26,171.8323462,62.30132025,21.10026582
Female,20,175.3270052,61.24249958,19.92304864
Female,20,172.8553566,56.89853617,19.04302446
Male,30,165.134798,51.60756262,18.92503388
Female,32,172.083349,58.41788918,19.72734674
Female,26,170.946572,50.03917628,17.12339503
Female,30,176.7161566,76.71462604,24.565532
Female,26,168.8316664,57.72629689,20.25192923
Male,27,171.1354972,55.23952208,18.86123938
Male,29,167.7194512,55.92403833,19.88072307
Male,25,172.4317608,57.39113749,19.3023783
Female,22,169.1718994,56.32964062,19.68253562
Female,34,172.0305678,54.2251081,18.32270956
Female,35,168.170733,56.78577311,20.07886802
Male,21,175.8813602,57.27583431,18.51536634
Female,27,174.4909896,50.30067228,16.52069428
Male,21,169.423207,54.56802394,19.01047407
Female,19,180.7696156,61.25170751,18.74424048
Male,34,166.2077956,69.22581601,25.05912031
Female,34,170.8251854,59.21480561,20.29210136
Female,30,172.847381,56.13051357,18.78771335
Female,32,179.028471,61.20394423,19.09570611
Female,20,175.3458266,58.81464642,19.12912652
Male,29,166.163498,53.58889945,19.4090421
Female,35,175.1269548,62.13907026,20.2609253
Female,34,174.6295212,48.86636785,16.02415916
Female,20,176.639093,61.46897825,19.70075448
Female,25,168.5171128,56.12502511,19.76373605
Male,27,177.614834,66.42116367,21.05467432
Male,26,169.3116502,58.02965947,20.24309221
Female,30,174.1236548,55.98699695,18.46597066
Female,32,167.5488648,55.56964661,19.79498477
Male,32,176.5018568,54.0674394,17.35552524
Male,28,168.511728,62.21504698,21.9096624
Male,27,173.4464146,55.95474653,18.59973668
Female,21,173.7277196,57.23950156,18.96523034
Female,27,167.0270472,50.5990907,18.1371741
Male,35,173.638337,60.75842581,20.15189047
Male,31,175.7953812,60.97429041,19.73023921
Female,18,170.7412384,52.0734927,17.86242302
Male,25,174.3963492,56.59431177,18.6079496
Male,24,173.8529162,50.0665279,16.56471739
Male,28,178.706907,57.125287,17.88735948
Male,18,181.6726872,62.572886,18.95865058
Female,31,172.5691494,63.96142297,21.47792476
Female,28,177.9102106,57.76349146,18.24955188
Male,24,163.9335812,59.04992479,21.97272967
Male,28,168.1017974,57.88224195,20.48335758
Male,25,173.0055214,56.31498959,18.81501623
Female,30,176.553114,68.83872029,22.0842442
Male,26,181.5240972,61.50630891,18.666015
Female,27,172.1868286,59.5184857,20.07486047
Female,28,164.716714,55.00297366,20.27268847
Female,32,168.9229794,62.36872408,21.8569677
Male,24,177.971958,65.59893678,20.71067054
Male,28,177.299493,52.99795931,16.85949945
Male,24,178.160299,59.79975833,18.83987772
Female,31,170.7498744,60.60220859,20.78586884
Male,34,182.8250344,62.64346498,18.74152647
Female,33,176.0728762,61.9534149,19.98392767
Male,35,171.2317886,56.16961324,19.15724987
Male,24,172.9238604,59.45593532,19.88318198
Male,27,173.0567278,62.07384368,20.7267963
Male,32,178.7536938,59.22514752,18.53517189
Male,21,178.6048244,60.30701068,18.90522919
Female,21,166.507922,54.99131634,19.83466319
Male,30,164.2142258,53.70515517,19.91567076
Male,20,177.1234202,55.4132026,17.66289096
Male,26,171.942887,55.21489202,18.67619134
Male,34,178.3202682,53.70755921,16.89018922
Male,21,163.7459514,54.71276526,20.40553754
Male,26,176.8996462,61.00082557,19.49316238
Female,33,176.0069378,59.52964408,19.21649726
Male,23,175.2246432,54.98809583,17.90930896
Female,28,170.9965338,50.19462238,17.1665528
Female,26,176.9281196,60.97206781,19.47770199
Male,33,177.578893,67.38595464,21.3691483
Male,26,180.18252,58.84834834,18.12631327
Female,21,175.0446842,49.66296677,16.20822001
Female,25,174.1261186,59.5089149,19.62703555
Male,35,169.5837096,55.30697127,19.23145444
Male,28,180.0794976,62.98352318,19.42222256
Male,18,185.6652878,61.21659946,17.7585821
Male,29,175.8352338,65.80346158,21.28322568
Female,22,161.6733622,52.87317605,20.22828087
Male,31,168.8188394,58.84635253,20.64801206
Male,32,173.6210396,56.15219529,18.62784226
Male,35,171.6312036,56.3405722,19.12622558
Female,29,169.7528482,61.46203829,21.32913955
Female,22,176.8582188,64.87123854,20.73968771
Female,24,172.8699362,57.16919474,19.13038226
Female,23,171.5591184,61.03162449,20.7361361
Female,34,176.02962,52.96194407,17.09200188
Male,18,171.1689998,58.48397759,19.96122512
Female,22,181.4999926,61.07185813,18.5390906
Female,22,173.9653366,58.22533922,19.23920404
Male,23,167.2368004,57.02050716,20.38768394
Male,19,175.8981242,60.53140282,19.56405338
Female,34,163.8663474,46.75924985,17.41359763
Male,35,172.2733156,57.63571449,19.42031068
Male,25,167.2563838,53.6260033,19.16948924
Male,30,179.5047464,55.6447615,17.26922821
Male,30,170.4683154,56.53838383,19.45613485
Male,18,171.6909698,62.86772105,21.3271747
Male,26,168.485693,52.81371009,18.60463424
Female,21,177.5281692,63.51363658,20.15268643
Female,27,168.6193478,64.622806,22.72853889
Female,35,170.440858,56.75071042,19.53549389
Male,29,168.7546536,51.34225644,18.02868092
Female,23,167.9492958,54.64105231,19.37149758
Male,35,170.1934874,60.61858328,20.92764809
Male,22,162.9741978,46.25140783,17.41356812
Female,32,171.0079638,61.6455164,21.07993851
Female,21,170.0345088,55.28179689,19.12090858
Female,28,175.4822754,64.76804628,21.03268895
Male,24,178.9234928,60.30501487,18.83732412
Female,25,172.491908,56.88039248,19.11726009
Male,31,168.9498526,54.21258896,18.99262659
Male,23,171.160948,58.25972152,19.88655494
Female,23,172.9847442,54.8673949,18.33577409
Female,24,171.4967868,49.90477686,16.96800016
Male,31,173.439328,49.33393086,16.40027283
Female,27,172.1940168,58.08867183,19.59096592
Female,30,173.5058506,54.9803394,18.26331818
Female,32,168.1473904,51.66512349,18.27333117
Female,27,167.2551646,64.58855978,23.0885704
Male,26,174.8049082,61.27946736,20.05433443
Male,22,175.1668582,61.68252954,20.10290456
Female,35,175.3632764,60.61128044,19.70954839
Male,31,164.8694696,56.02868209,20.61248924
Female,21,163.9272058,54.95248883,20.44964677
Male,29,182.2461938,63.22125094,19.03472766
Female,30,170.003343,59.97284918,20.75105947
Male,33,166.4775944,58.73404306,21.19233597
Female,25,164.6969274,41.6436351,15.35246637
Male,24,170.1401474,58.98850838,20.37766046
Female,27,168.0022294,53.89180843,19.09383583
Male,20,179.8766278,65.86959535,20.35804349
Male,24,175.0426776,68.98382448,22.51437464
Female,31,169.3325036,45.48365739,15.86263156
Female,21,179.0243562,62.43952985,19.48210589
Female,29,177.5768102,61.46553095,19.49214588
Male,32,169.2885108,53.81442557,18.77778042
Female,21,175.2943916,66.17205074,21.53471199
Female,23,168.3028638,52.30391762,18.46510255
Male,28,174.9943922,54.11692632,17.67198666
Female,35,180.907055,59.94436358,18.31630483
Female,31,174.4623638,56.55611929,18.58132217
Female,19,177.5437394,61.30559428,19.44866957
Female,29,174.4966538,52.6330896,17.28562847
Female,21,177.42789,61.70080931,19.59961775
Male,34,161.1407242,50.88004581,19.59464447
Male,31,162.8529128,60.39650445,22.7730531
Female,21,182.245635,59.91410897,18.03912014
Male,21,168.1411166,61.45745701,21.7383836
Female,21,166.9541238,57.52775951,20.63876354
Female,20,183.3114444,62.39997659,18.56973834
Male,20,168.8779706,57.73913355,20.24532608
Male,30,176.052861,56.34152474,18.1778677
Male,27,172.7948538,54.22950795,18.16245587
Male,20,167.5834596,41.39371478,14.73915601
Male,27,181.0982154,64.64212904,19.71005458
Female,28,181.646322,57.96216492,17.56676929
Female,35,174.2459304,58.44837058,19.25074926
Male,26,173.1865472,61.65572223,20.55633082
Female,27,177.497994,68.89115556,21.86638989
Female,30,172.5675746,59.88675735,20.11003953
Male,31,177.3001026,55.86883614,17.77264912
Female,19,165.5988814,53.38383034,19.4668396
Male,28,172.314362,57.63095177,19.40945566
Female,19,174.0127838,62.56181835,20.66082075
Female,32,165.4779266,52.24844327,19.08067483
Female,26,170.0616614,54.71580433,18.91909984
Male,34,173.3791046,61.87453519,20.58348724
Female,30,172.811821,67.61461056,22.64092543
Female,25,163.9463066,50.48809665,18.78392045
Female,18,181.6688772,57.96973992,17.56470274
Male,25,176.7330476,62.48212217,20.00418006
Female,33,169.7844458,58.96188251,20.45389653
Female,31,174.200312,55.93737394,18.4333697
Male,26,176.5584226,66.57973956,21.35825308
Male,27,171.4424308,61.45373755,20.90798531
Female,34,170.700065,58.52017426,20.08347011
Female,29,171.8681094,62.03692126,21.00197581
Female,26,177.8937514,55.57976172,17.56288307
Female,22,174.985807,53.52984172,17.48198834
Female,31,174.9017076,61.37875873,20.06460058
Male,21,173.7473538,64.9751112,21.52341354
Male,32,176.5745516,62.54934456,20.06166876
Female,21,176.8829584,61.24363356,19.57444599
Male,23,173.4201002,61.24676335,20.36501779
Male,26,166.6036292,55.78256287,20.09694597
Female,18,163.4690914,54.64794691,20.45045945
Female,25,171.7975228,61.47718828,20.82958984
Female,22,176.466881,62.1842027,19.96890116
Male,23,175.0925632,60.50337082,19.73534336
Male,20,167.6019508,60.53212857,21.54905967
Female,24,171.8480688,56.4679863,19.12112784
Male,34,174.7400366,65.56591526,21.47305319
Female,31,169.7339506,60.7078049,21.07208973
Male,19,174.579534,49.85129832,16.3564982
Female,21,168.502203,55.67587794,19.60904414
Male,26,171.3808358,44.9393919,15.30041445
Female,29,172.0265292,61.14407004,20.6616027
Male,19,165.6113528,53.02009461,19.33128864
Female,31,181.5872162,61.50934797,18.65396245
Female,34,165.7102604,51.54954815,18.77269308
Female,30,177.7823978,63.40763204,20.06155222
Male,20,165.5640072,55.09691264,20.09999372
Male,27,177.9585214,60.91768209,19.23562533
Female,30,174.2859608,56.78976472,18.69587415
Female,29,173.1221074,56.69900089,18.91781014
Female,23,161.2439498,53.31746977,20.50705007
Male,32,181.0883348,64.68871297,19.72641097
Male,22,178.0919984,65.30600683,20.59040227
Female,34,174.8517966,64.18912634,20.99528542
Female,20,178.200685,51.64779626,16.26423249
Male,34,176.7758974,60.68117903,19.41817567
Female,19,167.2148802,55.60030945,19.88510466
Female,23,181.172739,61.45478081,18.72278673
Female,34,173.2499456,65.00386895,21.65676125
Male,32,182.5571152,60.94988715,18.28840765
Female,22,176.1560358,58.49663281,18.85108395
Male,27,172.568997,64.56492762,21.68061688
Male,21,177.0867426,62.93022607,20.06724299
Male,24,164.2702836,51.40281102,19.04887676
Female,31,165.9491728,53.82694472,19.5456475
Male,22,171.3564264,65.38624732,22.26825246
Male,22,180.5441652,70.32673006,21.57516005
Male,26,169.3174922,61.37939376,21.41013749
Female,34,172.12183,49.86962345,16.83312296
Male,28,170.7672988,56.44480773,19.35597698
Male,18,171.2755782,60.9705256,20.78402092
Female,35,177.1641872,59.29976346,18.89302961
Male,25,173.0760064,58.33710438,19.47473936
Male,28,175.108108,60.48304988,19.72521237
Male,29,176.1576868,61.88188339,19.94163863
Male,32,177.455322,63.73376496,20.23913902
Male,30,176.0682788,61.73383084,19.91413774
Male,28,167.462454,47.75601908,17.02917982
Female,31,173.7964012,57.70919646,19.10574536
Male,22,167.4911306,54.70940868,19.50198908
Female,18,173.1788002,52.16448333,17.39345964
Male,22,178.4599682,58.94632429,18.5086875
Male,23,167.7821384,47.31335829,16.80710221
Male,18,172.0520562,59.63492286,20.14565739
Male,35,165.850443,57.31647618,20.83755345
Female,22,173.1385666,54.99186065,18.34472878
Female,32,175.1457254,63.63016446,20.74266137
Male,35,173.2041494,58.6350692,19.54525651
Male,34,176.709578,57.28227532,18.3442769
Female,25,177.8598424,62.34314147,19.70758429
Male,34,175.637063,53.19722244,17.24475947
Female,29,178.4174486,54.91756222,17.25190739
Female,29,179.4768572,64.74931291,20.10105115
Female,35,171.3267592,57.12474269,19.4614132
Female,30,165.1910336,51.81158846,18.98691834
Male,20,178.9643106,60.39732092,18.8575526
Male,18,170.4669946,54.76234291,18.84525108
Male,32,173.3403442,62.29406277,20.73231809
Male,28,169.567352,47.77094227,16.61421583
Female,35,174.575978,52.76349741,17.31271278
Female,30,161.1663528,53.59057774,20.63194634
Male,33,176.080547,60.6206698,19.5523287
Female,31,175.4443532,56.22445255,18.2661476
Male,28,179.0965176,65.08619597,20.29154536
Female,28,170.9259726,53.48684116,18.30759713
Female,29,176.1223808,64.44640393,20.77639102
Female,24,171.0434222,61.89263353,21.15566709
Female,23,168.517189,54.72605552,19.27108872
Female,31,163.5581438,56.9376812,21.28413214
